,VOLUME,TAVG_Calc,PRCP,SNOW,Collision_Count_Hr,Target_Volume_1hr,Lag_Volume_1hr,Hour_of_Day,Day_of_Week
2025-03-31 14:00:00,4944.055555555556,49.0,10.49,0.0,0,5232.5,4441.055555555556,14,0
2025-03-31 15:00:00,5232.5,49.0,10.49,0.0,1,5180.611111111111,4944.055555555556,15,0
2025-03-31 16:00:00,5180.611111111111,49.0,10.49,0.0,3,4997.277777777777,5232.5,16,0
2025-03-31 17:00:00,4997.277777777777,49.0,10.49,0.0,1,4198.0,5180.611111111111,17,0
2025-03-31 18:00:00,4198.0,49.0,10.49,0.0,0,3241.8888888888887,4997.277777777777,18,0
2025-03-31 19:00:00,3241.8888888888887,49.0,10.49,0.0,0,2614.3888888888887,4198.0,19,0
2025-03-31 20:00:00,2614.3888888888887,49.0,10.49,0.0,0,2231.222222222222,3241.8888888888887,20,0
2025-03-31 21:00:00,2231.222222222222,49.0,10.49,0.0,0,1788.1666666666667,2614.3888888888887,21,0
2025-03-31 22:00:00,1788.1666666666667,49.0,10.49,0.0,1,1012.2222222222222,2231.222222222222,22,0
2025-03-31 23:00:00,1012.2222222222222,49.0,10.49,0.0,0,579.2941176470588,1788.1666666666667,23,0
2025-04-01 00:00:00,579.2941176470588,45.0,9.37,0.0,0,398.5882352941176,1012.2222222222222,0,1
2025-04-01 01:00:00,398.5882352941176,45.0,9.37,0.0,0,385.11764705882354,579.2941176470588,1,1
2025-04-01 02:00:00,385.11764705882354,45.0,9.37,0.0,0,504.29411764705884,398.5882352941176,2,1
2025-04-01 03:00:00,504.29411764705884,45.0,9.37,0.0,0,1193.4117647058824,385.11764705882354,3,1
2025-04-01 04:00:00,1193.4117647058824,45.0,9.37,0.0,0,2641.0,504.29411764705884,4,1
2025-04-01 05:00:00,2641.0,45.0,9.37,0.0,0,3862.529411764706,1193.4117647058824,5,1
2025-04-01 06:00:00,3862.529411764706,45.0,9.37,0.0,0,4899.882352941177,2641.0,6,1
2025-04-01 07:00:00,4899.882352941177,45.0,9.37,0.0,0,4864.588235294118,3862.529411764706,7,1
2025-04-01 08:00:00,4864.588235294118,45.0,9.37,0.0,1,4475.882352941177,4899.882352941177,8,1
2025-04-01 09:00:00,4475.882352941177,45.0,9.37,0.0,0,4097.529411764706,4864.588235294118,9,1
2025-04-01 10:00:00,4097.529411764706,45.0,9.37,0.0,0,4030.8823529411766,4475.882352941177,10,1
2025-04-01 11:00:00,4030.8823529411766,45.0,9.37,0.0,2,4197.411764705882,4097.529411764706,11,1
2025-04-01 12:00:00,4197.411764705882,45.0,9.37,0.0,1,4578.235294117647,4030.8823529411766,12,1
2025-04-01 13:00:00,4578.235294117647,45.0,9.37,0.0,1,5003.176470588235,4197.411764705882,13,1
2025-04-01 14:00:00,5003.176470588235,45.0,9.37,0.0,0,5106.705882352941,4578.235294117647,14,1
2025-04-01 15:00:00,5106.705882352941,45.0,9.37,0.0,0,5095.411764705882,5003.176470588235,15,1
2025-04-01 16:00:00,5095.411764705882,45.0,9.37,0.0,0,4850.294117647059,5106.705882352941,16,1
2025-04-01 17:00:00,4850.294117647059,45.0,9.37,0.0,2,4547.176470588235,5095.411764705882,17,1
2025-04-01 18:00:00,4547.176470588235,45.0,9.37,0.0,1,3452.705882352941,4850.294117647059,18,1
2025-04-01 19:00:00,3452.705882352941,45.0,9.37,0.0,1,2823.294117647059,4547.176470588235,19,1
2025-04-01 20:00:00,2823.294117647059,45.0,9.37,0.0,2,2476.8823529411766,3452.705882352941,20,1
2025-04-01 21:00:00,2476.8823529411766,45.0,9.37,0.0,0,1704.235294117647,2823.294117647059,21,1
2025-04-01 22:00:00,1704.235294117647,45.0,9.37,0.0,1,1120.4705882352941,2476.8823529411766,22,1
2025-04-01 23:00:00,1120.4705882352941,45.0,9.37,0.0,0,530.6111111111111,1704.235294117647,23,1
2025-04-02 00:00:00,530.6111111111111,46.0,23.36,0.0,0,353.8888888888889,1120.4705882352941,0,2
2025-04-02 01:00:00,353.8888888888889,46.0,23.36,0.0,0,347.1666666666667,530.6111111111111,1,2
2025-04-02 02:00:00,347.1666666666667,46.0,23.36,0.0,0,503.6666666666667,353.8888888888889,2,2
2025-04-02 03:00:00,503.6666666666667,46.0,23.36,0.0,0,1159.888888888889,347.1666666666667,3,2
2025-04-02 04:00:00,1159.888888888889,46.0,23.36,0.0,0,2617.6666666666665,503.6666666666667,4,2
2025-04-02 05:00:00,2617.6666666666665,46.0,23.36,0.0,0,3843.222222222222,1159.888888888889,5,2
2025-04-02 06:00:00,3843.222222222222,46.0,23.36,0.0,0,4939.944444444444,2617.6666666666665,6,2
2025-04-02 07:00:00,4939.944444444444,46.0,23.36,0.0,0,5051.222222222223,3843.222222222222,7,2
2025-04-02 08:00:00,5051.222222222223,46.0,23.36,0.0,1,4623.222222222223,4939.944444444444,8,2
2025-04-02 09:00:00,4623.222222222223,46.0,23.36,0.0,1,4205.111111111111,5051.222222222223,9,2
2025-04-02 10:00:00,4205.111111111111,46.0,23.36,0.0,1,4157.333333333333,4623.222222222223,10,2
2025-04-02 11:00:00,4157.333333333333,46.0,23.36,0.0,1,4316.555555555556,4205.111111111111,11,2
2025-04-02 12:00:00,4316.555555555556,46.0,23.36,0.0,0,4712.5,4157.333333333333,12,2
2025-04-02 13:00:00,4712.5,46.0,23.36,0.0,0,5043.333333333333,4316.555555555556,13,2
2025-04-02 14:00:00,5043.333333333333,46.0,23.36,0.0,1,5090.611111111111,4712.5,14,2
2025-04-02 15:00:00,5090.611111111111,46.0,23.36,0.0,0,4987.611111111111,5043.333333333333,15,2
2025-04-02 16:00:00,4987.611111111111,46.0,23.36,0.0,0,5004.111111111111,5090.611111111111,16,2
2025-04-02 17:00:00,5004.111111111111,46.0,23.36,0.0,0,4551.166666666667,4987.611111111111,17,2
2025-04-02 18:00:00,4551.166666666667,46.0,23.36,0.0,1,3616.5,5004.111111111111,18,2
2025-04-02 19:00:00,3616.5,46.0,23.36,0.0,0,2922.5555555555557,4551.166666666667,19,2
2025-04-02 20:00:00,2922.5555555555557,46.0,23.36,0.0,2,2364.3333333333335,3616.5,20,2
2025-04-02 21:00:00,2364.3333333333335,46.0,23.36,0.0,1,1681.888888888889,2922.5555555555557,21,2
2025-04-02 22:00:00,1681.888888888889,46.0,23.36,0.0,1,1014.1111111111111,2364.3333333333335,22,2
2025-04-02 23:00:00,1014.1111111111111,46.0,23.36,0.0,0,997.6501960784313,1681.888888888889,23,2
2025-04-03 00:00:00,997.6501960784313,46.0,6.8100000000000005,0.0,0,981.1892810457516,1014.1111111111111,0,3
2025-04-03 01:00:00,981.1892810457516,46.0,6.8100000000000005,0.0,0,964.7283660130719,997.6501960784313,1,3
2025-04-03 02:00:00,964.7283660130719,46.0,6.8100000000000005,0.0,0,948.2674509803921,981.1892810457516,2,3
2025-04-03 03:00:00,948.2674509803921,46.0,6.8100000000000005,0.0,0,931.8065359477124,964.7283660130719,3,3
2025-04-03 04:00:00,931.8065359477124,46.0,6.8100000000000005,0.0,0,915.3456209150327,948.2674509803921,4,3
2025-04-03 05:00:00,915.3456209150327,46.0,6.8100000000000005,0.0,0,898.8847058823529,931.8065359477124,5,3
2025-04-03 06:00:00,898.8847058823529,46.0,6.8100000000000005,0.0,1,882.4237908496732,915.3456209150327,6,3
2025-04-03 07:00:00,882.4237908496732,46.0,6.8100000000000005,0.0,0,865.9628758169935,898.8847058823529,7,3
2025-04-03 08:00:00,865.9628758169935,46.0,6.8100000000000005,0.0,1,849.5019607843137,882.4237908496732,8,3
2025-04-03 09:00:00,849.5019607843137,46.0,6.8100000000000005,0.0,0,833.041045751634,865.9628758169935,9,3
2025-04-03 10:00:00,833.041045751634,46.0,6.8100000000000005,0.0,0,816.5801307189543,849.5019607843137,10,3
2025-04-04 01:00:00,404.29411764705884,49.0,0.17,0.0,2,385.7647058823529,602.5882352941177,1,4
2025-04-04 02:00:00,385.7647058823529,49.0,0.17,0.0,0,521.2941176470588,404.29411764705884,2,4
2025-04-04 03:00:00,521.2941176470588,49.0,0.17,0.0,0,1089.5882352941176,385.7647058823529,3,4
2025-04-04 04:00:00,1089.5882352941176,49.0,0.17,0.0,0,2459.294117647059,521.2941176470588,4,4
2025-04-04 05:00:00,2459.294117647059,49.0,0.17,0.0,0,3679.8823529411766,1089.5882352941176,5,4
2025-04-04 06:00:00,3679.8823529411766,49.0,0.17,0.0,0,4735.705882352941,2459.294117647059,6,4
2025-04-04 07:00:00,4735.705882352941,49.0,0.17,0.0,1,4829.588235294118,3679.8823529411766,7,4
2025-04-04 08:00:00,4829.588235294118,49.0,0.17,0.0,2,4627.176470588235,4735.705882352941,8,4
2025-04-04 09:00:00,4627.176470588235,49.0,0.17,0.0,2,4447.941176470588,4829.588235294118,9,4
2025-04-04 10:00:00,4447.941176470588,49.0,0.17,0.0,0,4577.64705882353,4627.176470588235,10,4
2025-04-04 11:00:00,4577.64705882353,49.0,0.17,0.0,1,4827.058823529412,4447.941176470588,11,4
2025-04-04 12:00:00,4827.058823529412,49.0,0.17,0.0,0,5075.941176470588,4577.64705882353,12,4
2025-04-04 13:00:00,5075.941176470588,49.0,0.17,0.0,0,5213.176470588235,4827.058823529412,13,4
2025-04-04 14:00:00,5213.176470588235,49.0,0.17,0.0,2,5237.529411764706,5075.941176470588,14,4
2025-04-04 15:00:00,5237.529411764706,49.0,0.17,0.0,2,5090.941176470588,5213.176470588235,15,4
2025-04-04 16:00:00,5090.941176470588,49.0,0.17,0.0,0,5061.764705882353,5237.529411764706,16,4
2025-04-04 17:00:00,5061.764705882353,49.0,0.17,0.0,1,4881.117647058823,5090.941176470588,17,4
2025-04-04 18:00:00,4881.117647058823,49.0,0.17,0.0,0,4227.35294117647,5061.764705882353,18,4
2025-04-04 19:00:00,4227.35294117647,49.0,0.17,0.0,1,3535.176470588235,4881.117647058823,19,4
2025-04-04 20:00:00,3535.176470588235,49.0,0.17,0.0,1,3008.470588235294,4227.35294117647,20,4
2025-04-04 21:00:00,3008.470588235294,49.0,0.17,0.0,1,2374.823529411765,3535.176470588235,21,4
2025-04-04 22:00:00,2374.823529411765,49.0,0.17,0.0,0,1535.1764705882354,3008.470588235294,22,4
2025-04-04 23:00:00,1535.1764705882354,49.0,0.17,0.0,1,915.1578947368421,2374.823529411765,23,4
2025-04-05 00:00:00,915.1578947368421,56.0,0.2,0.0,0,589.4736842105264,1535.1764705882354,0,5
2025-04-05 01:00:00,589.4736842105264,56.0,0.2,0.0,1,469.5263157894737,915.1578947368421,1,5
2025-04-05 02:00:00,469.5263157894737,56.0,0.2,0.0,2,436.36842105263156,589.4736842105264,2,5
2025-04-05 03:00:00,436.36842105263156,56.0,0.2,0.0,1,542.1052631578947,469.5263157894737,3,5
2025-04-05 04:00:00,542.1052631578947,56.0,0.2,0.0,0,888.2631578947369,436.36842105263156,4,5
2025-04-05 05:00:00,888.2631578947369,56.0,0.2,0.0,0,1524.157894736842,542.1052631578947,5,5
2025-04-05 06:00:00,1524.157894736842,56.0,0.2,0.0,0,2241.7368421052633,888.2631578947369,6,5
2025-04-05 07:00:00,2241.7368421052633,56.0,0.2,0.0,0,3279.4210526315787,1524.157894736842,7,5
2025-04-05 08:00:00,3279.4210526315787,56.0,0.2,0.0,0,4155.526315789473,2241.7368421052633,8,5
2025-04-05 09:00:00,4155.526315789473,56.0,0.2,0.0,0,4530.368421052632,3279.4210526315787,9,5
2025-04-05 10:00:00,4530.368421052632,56.0,0.2,0.0,1,4803.210526315789,4155.526315789473,10,5
2025-04-05 11:00:00,4803.210526315789,56.0,0.2,0.0,1,4937.421052631579,4530.368421052632,11,5
2025-04-05 12:00:00,4937.421052631579,56.0,0.2,0.0,0,4968.578947368421,4803.210526315789,12,5
2025-04-05 13:00:00,4968.578947368421,56.0,0.2,0.0,0,5102.8421052631575,4937.421052631579,13,5
2025-04-05 14:00:00,5102.8421052631575,56.0,0.2,0.0,2,5051.578947368421,4968.578947368421,14,5
2025-04-05 15:00:00,5051.578947368421,56.0,0.2,0.0,0,4982.473684210527,5102.8421052631575,15,5
2025-04-05 16:00:00,4982.473684210527,56.0,0.2,0.0,2,4805.105263157895,5051.578947368421,16,5
2025-04-05 17:00:00,4805.105263157895,56.0,0.2,0.0,0,4544.736842105263,4982.473684210527,17,5
2025-04-05 18:00:00,4544.736842105263,56.0,0.2,0.0,0,3920.5263157894738,4805.105263157895,18,5
2025-04-05 19:00:00,3920.5263157894738,56.0,0.2,0.0,0,3797.9473684210525,4544.736842105263,19,5
2025-04-05 20:00:00,3797.9473684210525,56.0,0.2,0.0,2,3194.7368421052633,3920.5263157894738,20,5
2025-04-05 21:00:00,3194.7368421052633,56.0,0.2,0.0,3,2337.157894736842,3797.9473684210525,21,5
2025-04-05 22:00:00,2337.157894736842,56.0,0.2,0.0,2,1448.5263157894738,3194.7368421052633,22,5
2025-04-05 23:00:00,1448.5263157894738,56.0,0.2,0.0,0,1121.578947368421,2337.157894736842,23,5
2025-04-06 00:00:00,1121.578947368421,56.0,10.35,0.0,0,680.1578947368421,1448.5263157894738,0,6
2025-04-06 01:00:00,680.1578947368421,56.0,10.35,0.0,0,520.1052631578947,1121.578947368421,1,6
2025-04-06 02:00:00,520.1052631578947,56.0,10.35,0.0,0,396.89473684210526,680.1578947368421,2,6
2025-04-06 03:00:00,396.89473684210526,56.0,10.35,0.0,0,446.7368421052632,520.1052631578947,3,6
2025-04-06 04:00:00,446.7368421052632,56.0,10.35,0.0,0,682.0526315789474,396.89473684210526,4,6
2025-04-06 05:00:00,682.0526315789474,56.0,10.35,0.0,0,1002.421052631579,446.7368421052632,5,6
2025-04-06 06:00:00,1002.421052631579,56.0,10.35,0.0,0,1415.8947368421052,682.0526315789474,6,6
2025-04-06 07:00:00,1415.8947368421052,56.0,10.35,0.0,0,2109.4210526315787,1002.421052631579,7,6
2025-04-06 08:00:00,2109.4210526315787,56.0,10.35,0.0,1,3106.0,1415.8947368421052,8,6
2025-04-06 09:00:00,3106.0,56.0,10.35,0.0,0,3792.9473684210525,2109.4210526315787,9,6
2025-04-06 10:00:00,3792.9473684210525,56.0,10.35,0.0,0,4152.894736842105,3106.0,10,6
2025-04-06 11:00:00,4152.894736842105,56.0,10.35,0.0,0,4550.736842105263,3792.9473684210525,11,6
2025-04-06 12:00:00,4550.736842105263,56.0,10.35,0.0,1,4612.210526315789,4152.894736842105,12,6
2025-04-06 13:00:00,4612.210526315789,56.0,10.35,0.0,3,4501.8421052631575,4550.736842105263,13,6
2025-04-06 14:00:00,4501.8421052631575,56.0,10.35,0.0,0,4533.473684210527,4612.210526315789,14,6
2025-04-06 15:00:00,4533.473684210527,56.0,10.35,0.0,0,4399.0526315789475,4501.8421052631575,15,6
2025-04-06 16:00:00,4399.0526315789475,56.0,10.35,0.0,0,4119.789473684211,4533.473684210527,16,6
2025-04-06 17:00:00,4119.789473684211,56.0,10.35,0.0,0,3621.2105263157896,4399.0526315789475,17,6
2025-04-06 18:00:00,3621.2105263157896,56.0,10.35,0.0,0,3106.4210526315787,4119.789473684211,18,6
2025-04-06 19:00:00,3106.4210526315787,56.0,10.35,0.0,0,2560.0526315789475,3621.2105263157896,19,6
2025-04-06 20:00:00,2560.0526315789475,56.0,10.35,0.0,0,2123.842105263158,3106.4210526315787,20,6
2025-04-06 21:00:00,2123.842105263158,56.0,10.35,0.0,1,1616.7894736842106,2560.0526315789475,21,6
2025-04-06 22:00:00,1616.7894736842106,56.0,10.35,0.0,0,958.0526315789474,2123.842105263158,22,6
2025-04-06 23:00:00,958.0526315789474,56.0,10.35,0.0,0,539.0,1616.7894736842106,23,6
2025-04-07 00:00:00,539.0,50.0,59.52,0.0,1,323.70588235294116,958.0526315789474,0,0
2025-04-07 01:00:00,323.70588235294116,50.0,59.52,0.0,0,283.4117647058824,539.0,1,0
2025-04-07 02:00:00,283.4117647058824,50.0,59.52,0.0,0,432.5882352941176,323.70588235294116,2,0
2025-04-07 03:00:00,432.5882352941176,50.0,59.52,0.0,0,1073.4705882352941,283.4117647058824,3,0
2025-04-07 04:00:00,1073.4705882352941,50.0,59.52,0.0,0,2450.823529411765,432.5882352941176,4,0
2025-04-07 05:00:00,2450.823529411765,50.0,59.52,0.0,0,3628.764705882353,1073.4705882352941,5,0
2025-04-07 06:00:00,3628.764705882353,50.0,59.52,0.0,1,4706.470588235294,2450.823529411765,6,0
2025-04-07 07:00:00,4706.470588235294,50.0,59.52,0.0,0,4722.470588235294,3628.764705882353,7,0
2025-04-07 08:00:00,4722.470588235294,50.0,59.52,0.0,1,4338.117647058823,4706.470588235294,8,0
2025-04-07 09:00:00,4338.117647058823,50.0,59.52,0.0,1,3968.235294117647,4722.470588235294,9,0
2025-04-07 10:00:00,3968.235294117647,50.0,59.52,0.0,2,4002.6470588235293,4338.117647058823,10,0
2025-04-07 11:00:00,4002.6470588235293,50.0,59.52,0.0,1,4147.411764705882,3968.235294117647,11,0
2025-04-07 12:00:00,4147.411764705882,50.0,59.52,0.0,1,4313.235294117647,4002.6470588235293,12,0
2025-04-07 13:00:00,4313.235294117647,50.0,59.52,0.0,1,4459.882352941177,4147.411764705882,13,0
2025-04-07 14:00:00,4459.882352941177,50.0,59.52,0.0,1,4578.35294117647,4313.235294117647,14,0
2025-04-07 15:00:00,4578.35294117647,50.0,59.52,0.0,0,4777.0,4459.882352941177,15,0
2025-04-07 16:00:00,4777.0,50.0,59.52,0.0,1,4870.058823529412,4578.35294117647,16,0
2025-04-07 17:00:00,4870.058823529412,50.0,59.52,0.0,4,3839.5882352941176,4777.0,17,0
2025-04-07 18:00:00,3839.5882352941176,50.0,59.52,0.0,0,3004.3529411764707,4870.058823529412,18,0
2025-04-07 19:00:00,3004.3529411764707,50.0,59.52,0.0,0,2496.3529411764707,3839.5882352941176,19,0
2025-04-07 20:00:00,2496.3529411764707,50.0,59.52,0.0,1,2184.294117647059,3004.3529411764707,20,0
2025-04-07 21:00:00,2184.294117647059,50.0,59.52,0.0,1,1512.1176470588234,2496.3529411764707,21,0
2025-04-07 22:00:00,1512.1176470588234,50.0,59.52,0.0,0,925.4117647058823,2184.294117647059,22,0
2025-04-07 23:00:00,925.4117647058823,50.0,59.52,0.0,0,504.1666666666667,1512.1176470588234,23,0
2025-04-08 00:00:00,504.1666666666667,47.0,58.57,0.0,0,334.8333333333333,925.4117647058823,0,1
2025-04-08 01:00:00,334.8333333333333,47.0,58.57,0.0,1,309.55555555555554,504.1666666666667,1,1
2025-04-08 02:00:00,309.55555555555554,47.0,58.57,0.0,0,481.72222222222223,334.8333333333333,2,1
2025-04-08 03:00:00,481.72222222222223,47.0,58.57,0.0,0,1188.0,309.55555555555554,3,1
2025-04-08 04:00:00,1188.0,47.0,58.57,0.0,0,2670.5,481.72222222222223,4,1
2025-04-08 05:00:00,2670.5,47.0,58.57,0.0,0,3778.5,1188.0,5,1
2025-04-08 06:00:00,3778.5,47.0,58.57,0.0,0,4673.777777777777,2670.5,6,1
2025-04-08 07:00:00,4673.777777777777,47.0,58.57,0.0,0,4639.333333333333,3778.5,7,1
2025-04-08 08:00:00,4639.333333333333,47.0,58.57,0.0,3,4370.5,4673.777777777777,8,1
2025-04-08 09:00:00,4370.5,47.0,58.57,0.0,1,4018.1111111111113,4639.333333333333,9,1
2025-04-08 10:00:00,4018.1111111111113,47.0,58.57,0.0,1,4028.5555555555557,4370.5,10,1
2025-04-08 11:00:00,4028.5555555555557,47.0,58.57,0.0,2,4232.388888888889,4018.1111111111113,11,1
2025-04-08 12:00:00,4232.388888888889,47.0,58.57,0.0,1,4438.166666666667,4028.5555555555557,12,1
2025-04-08 13:00:00,4438.166666666667,47.0,58.57,0.0,2,4637.388888888889,4232.388888888889,13,1
2025-04-08 14:00:00,4637.388888888889,47.0,58.57,0.0,0,4730.277777777777,4438.166666666667,14,1
2025-04-08 15:00:00,4730.277777777777,47.0,58.57,0.0,0,5088.111111111111,4637.388888888889,15,1
2025-04-08 16:00:00,5088.111111111111,47.0,58.57,0.0,0,5078.555555555556,4730.277777777777,16,1
2025-04-08 17:00:00,5078.555555555556,47.0,58.57,0.0,0,4347.388888888889,5088.111111111111,17,1
2025-04-08 18:00:00,4347.388888888889,47.0,58.57,0.0,3,3283.0,5078.555555555556,18,1
2025-04-08 19:00:00,3283.0,47.0,58.57,0.0,0,2701.5,4347.388888888889,19,1
2025-04-08 20:00:00,2701.5,47.0,58.57,0.0,0,2303.1666666666665,3283.0,20,1
2025-04-08 21:00:00,2303.1666666666665,47.0,58.57,0.0,0,1738.8333333333333,2701.5,21,1
2025-04-08 22:00:00,1738.8333333333333,47.0,58.57,0.0,0,955.6111111111111,2303.1666666666665,22,1
2025-04-08 23:00:00,955.6111111111111,47.0,58.57,0.0,1,519.3333333333334,1738.8333333333333,23,1
2025-04-09 00:00:00,519.3333333333334,48.0,36.85,0.0,0,336.46666666666664,955.6111111111111,0,2
2025-04-09 01:00:00,336.46666666666664,48.0,36.85,0.0,0,338.53333333333336,519.3333333333334,1,2
2025-04-09 02:00:00,338.53333333333336,48.0,36.85,0.0,0,488.93333333333334,336.46666666666664,2,2
2025-04-09 03:00:00,488.93333333333334,48.0,36.85,0.0,0,1138.8666666666666,338.53333333333336,3,2
2025-04-09 04:00:00,1138.8666666666666,48.0,36.85,0.0,0,2376.733333333333,488.93333333333334,4,2
2025-04-09 05:00:00,2376.733333333333,48.0,36.85,0.0,0,3705.4666666666667,1138.8666666666666,5,2
2025-04-09 06:00:00,3705.4666666666667,48.0,36.85,0.0,0,4778.0,2376.733333333333,6,2
2025-04-09 07:00:00,4778.0,48.0,36.85,0.0,0,4883.0,3705.4666666666667,7,2
2025-04-09 08:00:00,4883.0,48.0,36.85,0.0,0,4512.6,4778.0,8,2
2025-04-09 09:00:00,4512.6,48.0,36.85,0.0,0,4163.4,4883.0,9,2
2025-04-09 10:00:00,4163.4,48.0,36.85,0.0,0,4227.066666666667,4512.6,10,2
2025-04-09 11:00:00,4227.066666666667,48.0,36.85,0.0,0,4456.266666666666,4163.4,11,2
2025-04-09 12:00:00,4456.266666666666,48.0,36.85,0.0,1,4597.266666666666,4227.066666666667,12,2
2025-04-09 13:00:00,4597.266666666666,48.0,36.85,0.0,1,4971.866666666667,4456.266666666666,13,2
2025-04-09 14:00:00,4971.866666666667,48.0,36.85,0.0,0,5017.733333333334,4597.266666666666,14,2
2025-04-09 15:00:00,5017.733333333334,48.0,36.85,0.0,2,4990.933333333333,4971.866666666667,15,2
2025-04-09 16:00:00,4990.933333333333,48.0,36.85,0.0,1,5008.933333333333,5017.733333333334,16,2
2025-04-09 17:00:00,5008.933333333333,48.0,36.85,0.0,0,4514.933333333333,4990.933333333333,17,2
2025-04-09 18:00:00,4514.933333333333,48.0,36.85,0.0,0,3538.8,5008.933333333333,18,2
2025-04-09 19:00:00,3538.8,48.0,36.85,0.0,0,2951.8,4514.933333333333,19,2
2025-04-09 20:00:00,2951.8,48.0,36.85,0.0,0,2365.3333333333335,3538.8,20,2
2025-04-09 21:00:00,2365.3333333333335,48.0,36.85,0.0,0,1687.2666666666667,2951.8,21,2
2025-04-09 22:00:00,1687.2666666666667,48.0,36.85,0.0,0,998.4666666666667,2365.3333333333335,22,2
2025-04-09 23:00:00,998.4666666666667,48.0,36.85,0.0,0,649.5238095238095,1687.2666666666667,23,2
2025-04-10 00:00:00,649.5238095238095,53.0,3.69,0.0,0,394.2857142857143,998.4666666666667,0,3
2025-04-10 01:00:00,394.2857142857143,53.0,3.69,0.0,0,405.14285714285717,649.5238095238095,1,3
2025-04-10 02:00:00,405.14285714285717,53.0,3.69,0.0,0,587.5714285714286,394.2857142857143,2,3
2025-04-10 03:00:00,587.5714285714286,53.0,3.69,0.0,0,1330.142857142857,405.14285714285717,3,3
2025-04-10 04:00:00,1330.142857142857,53.0,3.69,0.0,0,2979.5238095238096,587.5714285714286,4,3
2025-04-10 05:00:00,2979.5238095238096,53.0,3.69,0.0,0,4156.476190476191,1330.142857142857,5,3
2025-04-10 06:00:00,4156.476190476191,53.0,3.69,0.0,0,5034.809523809524,2979.5238095238096,6,3
2025-04-10 07:00:00,5034.809523809524,53.0,3.69,0.0,1,4963.333333333333,4156.476190476191,7,3
2025-04-10 08:00:00,4963.333333333333,53.0,3.69,0.0,1,4683.047619047619,5034.809523809524,8,3
2025-04-10 09:00:00,4683.047619047619,53.0,3.69,0.0,1,4415.809523809524,4963.333333333333,9,3
2025-04-10 10:00:00,4415.809523809524,53.0,3.69,0.0,0,4432.523809523809,4683.047619047619,10,3
2025-04-10 11:00:00,4432.523809523809,53.0,3.69,0.0,0,4715.428571428572,4415.809523809524,11,3
2025-04-10 12:00:00,4715.428571428572,53.0,3.69,0.0,0,4897.380952380952,4432.523809523809,12,3
2025-04-10 13:00:00,4897.380952380952,53.0,3.69,0.0,0,4906.0952380952385,4715.428571428572,13,3
2025-04-10 14:00:00,4906.0952380952385,53.0,3.69,0.0,1,4730.428571428572,4897.380952380952,14,3
2025-04-10 15:00:00,4730.428571428572,53.0,3.69,0.0,1,4836.0,4906.0952380952385,15,3
2025-04-10 16:00:00,4836.0,53.0,3.69,0.0,0,4940.523809523809,4730.428571428572,16,3
2025-04-10 17:00:00,4940.523809523809,53.0,3.69,0.0,1,4574.476190476191,4836.0,17,3
2025-04-10 18:00:00,4574.476190476191,53.0,3.69,0.0,0,3813.6190476190477,4940.523809523809,18,3
2025-04-10 19:00:00,3813.6190476190477,53.0,3.69,0.0,1,3221.714285714286,4574.476190476191,19,3
2025-04-10 20:00:00,3221.714285714286,53.0,3.69,0.0,0,2732.095238095238,3813.6190476190477,20,3
2025-04-10 21:00:00,2732.095238095238,53.0,3.69,0.0,1,2053.9523809523807,3221.714285714286,21,3
2025-04-10 22:00:00,2053.9523809523807,53.0,3.69,0.0,0,1272.0,2732.095238095238,22,3
2025-04-10 23:00:00,1272.0,53.0,3.69,0.0,2,686.7647058823529,2053.9523809523807,23,3
2025-04-11 00:00:00,686.7647058823529,48.0,23.87,0.0,0,474.94117647058823,1272.0,0,4
2025-04-11 01:00:00,474.94117647058823,48.0,23.87,0.0,0,442.29411764705884,686.7647058823529,1,4
2025-04-11 02:00:00,442.29411764705884,48.0,23.87,0.0,0,574.8235294117648,474.94117647058823,2,4
2025-04-11 03:00:00,574.8235294117648,48.0,23.87,0.0,2,1170.0588235294117,442.29411764705884,3,4
2025-04-11 04:00:00,1170.0588235294117,48.0,23.87,0.0,0,2554.6470588235293,574.8235294117648,4,4
2025-04-11 05:00:00,2554.6470588235293,48.0,23.87,0.0,1,3605.0,1170.0588235294117,5,4
2025-04-11 06:00:00,3605.0,48.0,23.87,0.0,0,4520.823529411765,2554.6470588235293,6,4
2025-04-11 07:00:00,4520.823529411765,48.0,23.87,0.0,1,4515.058823529412,3605.0,7,4
2025-04-11 08:00:00,4515.058823529412,48.0,23.87,0.0,0,4486.235294117647,4520.823529411765,8,4
2025-04-11 09:00:00,4486.235294117647,48.0,23.87,0.0,0,4399.588235294118,4515.058823529412,9,4
2025-04-11 10:00:00,4399.588235294118,48.0,23.87,0.0,2,4496.117647058823,4486.235294117647,10,4
2025-04-11 11:00:00,4496.117647058823,48.0,23.87,0.0,0,4763.705882352941,4399.588235294118,11,4
2025-04-11 12:00:00,4763.705882352941,48.0,23.87,0.0,0,5077.705882352941,4496.117647058823,12,4
2025-04-11 13:00:00,5077.705882352941,48.0,23.87,0.0,0,5366.529411764706,4763.705882352941,13,4
2025-04-11 14:00:00,5366.529411764706,48.0,23.87,0.0,1,5361.411764705882,5077.705882352941,14,4
2025-04-11 15:00:00,5361.411764705882,48.0,23.87,0.0,2,5286.35294117647,5366.529411764706,15,4
2025-04-11 16:00:00,5286.35294117647,48.0,23.87,0.0,0,5287.294117647059,5361.411764705882,16,4
